key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_DEEPDUNGEONENTRANCE_WOODWAILERCAPTAIN01556_000_000","我的工作是排除惊扰这片森林的“异物”。<hex:02100103>建议你最好管住自己，别给我们找麻烦……"
1,"TEXT_DEEPDUNGEONENTRANCE_WOODWAILERCAPTAIN01556_000_020","地下迷宫的创造者所写的笔记……<hex:02100103>说不定我们能从中了解到他为什么要创造迷宫……"
2,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_ENTER","<hex:024804F2023503><hex:024904F2023603>挑战“死者宫殿”<hex:0249020103><hex:0248020103>"
3,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_RESET","重置“攻略进度”"
4,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_BREAKUP","解散“固定队伍”"
5,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_SCORE","确认“积分”"
6,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_ABOUT","查看说明"
7,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_TITLE","要做什么？"
8,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_FIXED","“固定队伍”进入"
9,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_MATCHING","“随机组队”进入"
10,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_BACK","返回"
11,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_FIXED_Q","确定以“固定队伍”进入吗？"
12,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MATCHING_Q","确定以“随机组队”进入吗？"
13,"TEXT_DEEPDUNGEONENTRANCE_WOODWAILERCAPTAIN01556_000_050","你真的想好了要一个人挑战地下的深层迷宫？<hex:02100103>迷宫中的“结界”会压制你的力量，<hex:02100103>若没有经过多番强化的“聚魔装备”，战斗怕是会惨烈至极。"
14,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_SOLO","确定要单人进入“死者宫殿”？"
15,"TEXT_DEEPDUNGEONENTRANCE_ENTER_WHICH_Q","要从哪层开始进入？"
16,"TEXT_DEEPDUNGEONENTRANCE_ENTER_A1","地下1层"
17,"TEXT_DEEPDUNGEONENTRANCE_ENTER_A2","地下51层"
18,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_TITLE","想看哪一项内容？"
19,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_WHAT","1.关于“死者宫殿”"
20,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_RESET","2.关于重置“攻略进度”"
21,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_DISSOLVE","3.关于“解散固定队伍”"
22,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_EQUIP","4.关于“聚魔装备”"
23,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_ITEM","5.关于“魔陶器”"
24,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_TREASURE","6.关于“埋藏的宝藏”"
25,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_SCORE","7.关于“积分”"
26,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_BACK","返回主目录"
27,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_WHAT_TITLE","1.关于“死者宫殿”"
28,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_WHAT_Q1","1-1.挑战“死者宫殿”的方法"
